accession	accession_version	strain	date	region	country	division	location	length	host	release_date	update_date	sra_accessions	authors	institution	url
MK216691	MK216691.1	MK216691	2016-03-15	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216691
MK216692	MK216692.1	MK216692	2016-04-01	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216692
MK216693	MK216693.1	MK216693	2016-04-06	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216693
MK216694	MK216694.1	MK216694	2016-04-05	South America	Brazil	Manaus	Amazonas	8821	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216694
MK216695	MK216695.1	MK216695	2016-04-05	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216695
MK216696	MK216696.1	MK216696	2016-04-08	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216696
MK216697	MK216697.1	MK216697	2016-04-26	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216697
MK216698	MK216698.1	MK216698	2016-04-25	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216698
MK216699	MK216699.1	MK216699	2016-05-16	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216699
MK216700	MK216700.1	MK216700	2017-04-26	South America	Brazil	Manaus	Amazonas	3077	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216700
MK216701	MK216701.1	MK216701	2017-04-27	South America	Brazil	Manaus	Amazonas	7287	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216701
MK216702	MK216702.1	MK216702	2016-02-11	South America	Brazil	Manaus	Amazonas	5788	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216702
MK216703	MK216703.1	MK216703	2016-02-15	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216703
MK216704	MK216704.1	MK216704	2016-02-19	South America	Brazil	Manaus	Amazonas	8821	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216704
MK216705	MK216705.1	MK216705	2016-04-05	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216705
MK216706	MK216706.1	MK216706	2016-03-01	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216706
MK216707	MK216707.1	MK216707	2016-02-29	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216707
MK216708	MK216708.1	MK216708	2016-03-02	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216708
MK216709	MK216709.1	MK216709	2016-03-01	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216709
MK216710	MK216710.1	MK216710	2016-02-03	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216710
MK216711	MK216711.1	MK216711	2016-02-10	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216711
MK216712	MK216712.1	MK216712	2016-02-10	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216712
MK216713	MK216713.1	MK216713	2016-01-08	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216713
MK216714	MK216714.1	MK216714	2016-01-29	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216714
MK216715	MK216715.1	MK216715	2016-02-10	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216715
MK216716	MK216716.1	MK216716	2016-02-02	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216716
MK216717	MK216717.1	MK216717	2016-02-02	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216717
MK216718	MK216718.1	MK216718	2016-02-10	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216718
MK216719	MK216719.1	MK216719	2016-02-10	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216719
MK216720	MK216720.1	MK216720	2016-01-25	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216720
MK216721	MK216721.1	MK216721	2016-01-25	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216721
MK216722	MK216722.1	MK216722	2016-01-20	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216722
MK216723	MK216723.1	MK216723	2016-01-14	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216723
MK216724	MK216724.1	MK216724	2016-01-14	South America	Brazil	Manaus	Amazonas	8821	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216724
MK216725	MK216725.1	MK216725	2016-01-26	South America	Brazil	Manaus	Amazonas	8803	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216725
MK216726	MK216726.1	MK216726	2016-01-25	South America	Brazil	Manaus	Amazonas	10269	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216726
MK216727	MK216727.1	MK216727	2016-01-30	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216727
MK216728	MK216728.1	MK216728	2016-01-23	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216728
MK216729	MK216729.1	MK216729	2015-12-16	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216729
MK216730	MK216730.1	MK216730	2016-01-05	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216730
MK216731	MK216731.1	MK216731	2016-01-29	South America	Brazil	Manaus	Amazonas	8821	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216731
MK216732	MK216732.1	MK216732	2016-02-02	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216732
MK216733	MK216733.1	MK216733	2016-02-01	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216733
MK216734	MK216734.1	MK216734	2017-03-20	South America	Brazil	Manaus	Amazonas	8821	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216734
MK216735	MK216735.1	MK216735	2017-03-20	South America	Brazil	Manaus	Amazonas	6075	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216735
MK216736	MK216736.1	MK216736	2017-03-27	South America	Brazil	Manaus	Amazonas	9132	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216736
MK216737	MK216737.1	MK216737	2017-03-22	South America	Brazil	Manaus	Amazonas	8803	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216737
MK216738	MK216738.1	MK216738	2017-03-24	South America	Brazil	Manaus	Amazonas	9703	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216738
MK216739	MK216739.1	MK216739	2017-03-20	South America	Brazil	Manaus	Amazonas	431	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216739
MK216740	MK216740.1	MK216740	2017-03-27	South America	Brazil	Manaus	Amazonas	8821	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216740
MK216741	MK216741.1	MK216741	2017-03-28	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216741
MK216742	MK216742.1	MK216742	2017-03-29	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216742
MK216743	MK216743.1	MK216743	2017-03-28	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216743
MK216744	MK216744.1	MK216744	2017-04-07	South America	Brazil	Manaus	Amazonas	9959	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216744
MK216745	MK216745.1	MK216745	2015-12-08	South America	Brazil	Manaus	Amazonas	10338	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216745
MK216746	MK216746.1	MK216746	2016-01-20	South America	Brazil	Salvador	Bahia	494	Homo sapiens	2020-01-04	2020-01-04		Siqueira et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216746
MK216747	MK216747.1	MK216747	2015-12-15	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216747
MK216748	MK216748.1	MK216748	2015-12-15	South America	Brazil	Manaus	Amazonas	9421	Homo sapiens	2020-01-04	2020-01-04		Giovanetti et al.	Fundacao Oswaldo Cruz, Laboratorio de Flavivirus	https://www.ncbi.nlm.nih.gov/nuccore/MK216748
MK237993	MK237993.1	MK237993	2017-XX-XX	Asia	Thailand			1447	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237993
MK237994	MK237994.1	MK237994	2017-XX-XX	Asia	Thailand			1439	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237994
MK237995	MK237995.1	MK237995	2017-XX-XX	Asia	Thailand			1430	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237995
MK237996	MK237996.1	MK237996	2017-XX-XX	Asia	Thailand			1440	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237996
MK237997	MK237997.1	MK237997	2017-XX-XX	Asia	Thailand			1440	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237997
MK237998	MK237998.1	MK237998	2017-XX-XX	Asia	Thailand			1440	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237998
MK237999	MK237999.1	MK237999	2017-XX-XX	Asia	Thailand			1439	Homo sapiens	2019-05-31	2019-05-31		Ching et al.	Faculty of Tropical Medicine, Mahidol University, Microbiology and Immunology	https://www.ncbi.nlm.nih.gov/nuccore/MK237999
MK238035	MK238035.1	MK238035	2018-09-18	Asia	India	Jaipur City	Rajasthan State	10674	Homo sapiens	2019-02-05	2019-02-05		Yadav et al.	National Institue of Virology, Maximum Containment Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MK238035
MK238036	MK238036.1	MK238036	2018-10-10	Asia	India	Jaipur City	Rajasthan State	10358	Homo sapiens	2019-02-05	2019-02-05		Yadav et al.	National Institue of Virology, Maximum Containment Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MK238036
MK238037	MK238037.1	MK238037	2018-10-10	Asia	India	Jaipur City	Rajasthan State	10768	Homo sapiens	2019-02-05	2019-02-05		Yadav et al.	National Institue of Virology, Maximum Containment Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MK238037
MK238038	MK238038.1	MK238038	2018-10-15	Asia	India	Jaipur City	Rajasthan State	10708	Homo sapiens	2019-02-05	2019-02-05		Yadav et al.	National Institue of Virology, Maximum Containment Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MK238038
MK238039	MK238039.1	MK238039	2018-10-11	Asia	India	Jaipur City	Rajasthan State	9830	Homo sapiens	2019-02-05	2019-02-05		Yadav et al.	National Institue of Virology, Maximum Containment Laboratory	https://www.ncbi.nlm.nih.gov/nuccore/MK238039
MK241415	MK241415.1	MK241415	2015-12-03	Africa	Cape Verde	Santiago		10617	Homo sapiens	2019-11-29	2019-11-29		Simon-Loriere et al.	Institut Pasteur, G5 Evolutionary Genomics of RNA viruses	https://www.ncbi.nlm.nih.gov/nuccore/MK241415
MK241416	MK241416.1	MK241416	2015-11-27	Africa	Cape Verde	Fogo		10617	Homo sapiens	2019-11-29	2019-11-29		Simon-Loriere et al.	Institut Pasteur, G5 Evolutionary Genomics of RNA viruses	https://www.ncbi.nlm.nih.gov/nuccore/MK241416
MK241417	MK241417.1	MK241417	2016-06-04	Africa	Cape Verde	Fogo		10617	Homo sapiens	2019-11-29	2019-11-29		Simon-Loriere et al.	Institut Pasteur, G5 Evolutionary Genomics of RNA viruses	https://www.ncbi.nlm.nih.gov/nuccore/MK241417
MK269353	MK269353.1	MK269353	2016-08-28	North America	USA			10699	Homo sapiens	2019-08-28	2019-08-28		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269353
MK269354	MK269354.1	MK269354	2016-08-20	North America	USA			10621	Homo sapiens	2020-01-31	2020-01-31		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269354
MK269355	MK269355.1	MK269355	2016-09-02	North America	USA			10655	Homo sapiens	2020-01-31	2020-01-31		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269355
MK269356	MK269356.1	MK269356	2016-08-19	North America	USA			9706	Homo sapiens	2019-08-28	2019-08-28		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269356
MK269357	MK269357.1	MK269357	2016-09-03	North America	USA			10702	Homo sapiens	2019-08-28	2019-08-28		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269357
MK269358	MK269358.1	MK269358	2016-09-01	North America	USA			10029	Homo sapiens	2020-01-31	2020-01-31		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269358
MK269359	MK269359.1	MK269359	2016-08-18	North America	USA			10791	Homo sapiens	2020-01-31	2020-01-31		Grubaugh et al.	United States Army Medical Research Institute of Infectious Diseases (USAMRIID), Center for Genome Sciences	https://www.ncbi.nlm.nih.gov/nuccore/MK269359
